node,label
533,17
534,18
535,18
536,18
537,18
538,18
539,18
540,19
541,19
542,19
543,19
544,19
545,19
546,19
547,19
548,19
549,20
550,20
551,20
552,20
553,20
554,20
555,20
556,20
557,20
558,20
559,20
560,20
561,20
562,21
563,21
564,21
565,21
566,21
567,21
568,21
569,21
570,22
571,22
572,22
573,22
574,22
575,22
576,22
577,23
578,23
579,23
580,23
581,23
582,23
583,23
584,23
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,1
594,1
595,1
596,1
597,1
598,1
599,2
600,2
601,2
602,2
603,2
604,2
605,3
606,3
607,3
608,3
609,3
610,3
611,3
612,3
613,3
614,4
615,4
616,4
617,4
618,4
619,4
620,4
621,4
622,4
623,4
624,4
625,4
626,4
627,5
628,5
629,5
630,5
631,5
632,5
633,5
634,5
635,6
636,6
637,6
638,6
639,6
640,6
641,6
642,7
643,7
644,7
645,7
646,7
647,7
648,7
649,7
650,8
651,8
652,8
653,8
654,8
655,8
656,8
657,8
658,9
659,9
660,9
661,9
662,9
663,9
664,10
665,10
666,10
667,10
668,10
669,10
670,11
671,11
672,11
673,11
674,11
675,11
676,11
677,11
678,11
679,12
680,12
681,12
682,12
683,12
684,12
685,12
686,12
687,12
688,12
689,12
690,12
691,12
692,13
693,13
694,13
695,13
696,13
697,13
698,13
699,13
700,14
701,14
702,14
703,14
704,14
705,14
706,14
707,15
708,15
709,15
710,15
711,15
712,15
713,15
714,15
715,16
716,16
717,16
718,16
719,16
720,16
721,16
722,16
723,17
724,17
725,17
726,17
727,17
728,17
729,18
730,18
731,18
732,18
733,18
734,18
735,19
736,19
737,19
738,19
739,19
740,19
741,19
742,19
743,19
744,20
745,20
746,20
747,20
748,20
749,20
750,20
751,20
752,20
753,20
754,20
755,20
756,20
757,21
758,21
759,21
760,21
761,21
762,21
763,21
764,21
765,22
766,22
767,22
768,22
769,22
770,22
771,22
772,23
773,23
774,23
775,23
776,23
777,23
778,23
779,23
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,1
792,1
793,1
794,2
795,2
796,2
797,2
798,2
799,2
800,3
801,3
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,4
810,4
811,4
812,4
813,4
814,4
815,4
816,4
817,4
818,4
819,4
820,4
821,4
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,6
831,6
832,6
833,6
834,6
835,6
836,6
837,7
838,7
839,7
840,7
841,7
842,7
843,7
844,7
845,8
846,8
847,8
848,8
849,8
850,8
851,8
852,8
853,9
854,9
855,9
856,9
857,9
858,9
859,10
860,10
861,10
862,10
863,10
864,10
865,11
866,11
867,11
868,11
869,11
870,11
871,11
872,11
873,11
874,12
875,12
876,12
877,12
878,12
879,12
880,12
881,12
882,12
883,12
884,12
885,12
886,12
887,13
888,13
889,13
890,13
891,13
892,13
893,13
894,13
895,14
896,14
897,14
898,14
899,14
900,14
901,14
902,15
903,15
904,15
905,15
906,15
907,15
908,15
909,15
910,16
911,16
912,16
913,16
914,16
915,16
916,16
917,16
918,17
919,17
920,17
921,17
922,17
923,17
924,18
925,18
926,18
927,18
928,18
929,18
930,19
931,19
932,19
933,19
934,19
935,19
936,19
937,19
938,19
939,20
940,20
941,20
942,20
943,20
944,20
945,20
946,20
947,20
948,20
949,20
950,20
951,20
952,21
953,21
954,21
955,21
956,21
957,21
958,21
959,21
960,22
961,22
962,22
963,22
964,22
965,22
966,22
967,23
968,23
969,23
970,23
971,23
972,23
973,23
974,23
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,1
984,1
985,1
986,1
987,1
988,1
989,2
990,2
991,2
992,2
993,2
994,2
995,3
996,3
997,3
998,3
999,3
1000,3
1001,3
1002,3
1003,3
1004,4
1005,4
1006,4
1007,4
1008,4
1009,4
1010,4
1011,4
1012,4
1013,4
1014,4
1015,4
1016,4
1017,5
1018,5
1019,5
1020,5
1021,5
1022,5
1023,5
1024,5
1025,6
1026,6
1027,6
1028,6
1029,6
1030,6
1031,6
1032,7
1033,7
1034,7
1035,7
1036,7
1037,7
1038,7
1039,7
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,9
1049,9
1050,9
1051,9
1052,9
1053,9
1054,10
1055,10
1056,10
1057,10
1058,10
1059,10
1060,11
1061,11
1062,11
1063,11
1064,11
1065,11
1066,11
1067,11
1068,11
1069,12
1070,12
1071,12
1072,12
1073,12
1074,12
1075,12
1076,12
1077,12
1078,12
1079,12
1080,12
1081,12
1082,13
1083,13
1084,13
1085,13
1086,13
1087,13
1088,13
1089,13
1090,14
1091,14
1092,14
1093,14
1094,14
1095,14
1096,14
1097,15
1098,15
1099,15
1100,15
1101,15
1102,15
1103,15
1104,15
1105,16
1106,16
1107,16
1108,16
1109,16
1110,16
1111,16
1112,16
1113,17
1114,17
1115,17
1116,17
1117,17
1118,17
1119,18
1120,18
1121,18
1122,18
1123,18
1124,18
1125,19
1126,19
1127,19
1128,19
1129,19
1130,19
1131,19
1132,19
1133,19
1134,20
1135,20
1136,20
1137,20
1138,20
1139,20
1140,20
1141,20
1142,20
1143,20
1144,20
1145,20
1146,20
1147,21
1148,21
1149,21
1150,21
1151,21
1152,21
1153,21
1154,21
1155,22
1156,22
1157,22
1158,22
1159,22
1160,22
1161,22
1162,23
1163,23
1164,23
1165,23
1166,23
1167,23
1168,23
1169,23
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,1
1179,1
1180,1
1181,1
1182,1
1183,1
1184,2
1185,2
1186,2
1187,2
1188,2
1189,2
1190,3
1191,3
1192,3
1193,3
1194,3
1195,3
1196,3
1197,3
1198,3
1199,4
1200,4
1201,4
1202,4
1203,4
1204,4
1205,4
1206,4
1207,4
1208,4
1209,4
1210,4
1211,4
1212,5
1213,5
1214,5
1215,5
1216,5
1217,5
1218,5
1219,5
1220,6
1221,6
1222,6
1223,6
1224,6
1225,6
1226,6
1227,7
1228,7
1229,7
1230,7
1231,7
1232,7
1233,7
1234,7
1235,8
1236,8
1237,8
1238,8
1239,8
1240,8
1241,8
1242,8
1243,9
1244,9
1245,9
1246,9
1247,9
1248,9
1249,10
1250,10
1251,10
1252,10
1253,10
1254,10
1255,11
1256,11
1257,11
1258,11
1259,11
1260,11
1261,11
1262,11
1263,11
1264,12
1265,12
1266,12
1267,12
1268,12
1269,12
1270,12
1271,12
1272,12
1273,12
1274,12
1275,12
1276,12
1277,13
1278,13
1279,13
1280,13
1281,13
1282,13
1283,13
1284,13
1285,14
1286,14
1287,14
1288,14
1289,14
1290,14
1291,14
1292,15
1293,15
1294,15
1295,15
1296,15
1297,15
1298,15
1299,15
1300,16
1301,16
1302,16
1303,16
1304,16
1305,16
1306,16
1307,16
1308,17
1309,17
1310,17
1311,17
1312,17
1313,17
1314,18
1315,18
1316,18
1317,18
1318,18
1319,18
1320,19
1321,19
1322,19
1323,19
1324,19
1325,19
1326,19
1327,19
1328,19
1329,20
1330,20
1331,20
1332,20
1333,20
1334,20
1335,20
1336,20
1337,20
1338,20
1339,20
1340,20
1341,20
1342,21
1343,21
1344,21
1345,21
1346,21
1347,21
1348,21
1349,21
1350,22
1351,22
1352,22
1353,22
1354,22
1355,22
1356,22
1357,23
1358,23
1359,23
1360,23
1361,23
1362,23
1363,23
1364,23
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,2
1380,2
1381,2
1382,2
1383,2
1384,2
1385,3
1386,3
1387,3
1388,3
1389,3
1390,3
1391,3
1392,3
1393,3
1394,4
1395,4
1396,4
1397,4
1398,4
1399,4
1400,4
1401,4
1402,4
1403,4
1404,4
1405,4
1406,4
1407,5
1408,5
1409,5
1410,5
1411,5
1412,5
1413,5
1414,5
1415,6
1416,6
1417,6
1418,6
1419,6
1420,6
1421,6
1422,7
1423,7
1424,7
1425,7
1426,7
1427,7
1428,7
1429,7
1430,8
1431,8
1432,8
1433,8
1434,8
1435,8
1436,8
1437,8
1438,9
1439,9
1440,9
1441,9
1442,9
1443,9
1444,10
1445,10
1446,10
1447,10
1448,10
1449,10
1450,11
1451,11
1452,11
1453,11
1454,11
1455,11
1456,11
1457,11
1458,11
1459,12
1460,12
1461,12
1462,12
1463,12
1464,12
1465,12
1466,12
1467,12
1468,12
1469,12
1470,12
1471,12
1472,13
1473,13
1474,13
1475,13
1476,13
1477,13
1478,13
1479,13
1480,14
1481,14
1482,14
1483,14
1484,14
1485,14
1486,14
1487,15
1488,15
1489,15
1490,15
1491,15
1492,15
1493,15
1494,15
1495,16
1496,16
1497,16
1498,16
1499,16
1500,16
1501,16
1502,16
1503,17
1504,17
1505,17
1506,17
1507,17
1508,17
1509,18
1510,18
1511,18
1512,18
1513,18
1514,18
1515,19
1516,19
1517,19
1518,19
1519,19
1520,19
1521,19
1522,19
1523,19
1524,20
1525,20
1526,20
1527,20
1528,20
1529,20
1530,20
1531,20
1532,20
1533,20
1534,20
1535,20
1536,20
1537,21
1538,21
1539,21
1540,21
1541,21
1542,21
1543,21
1544,21
1545,22
1546,22
1547,22
1548,22
1549,22
1550,22
1551,22
1552,23
1553,23
1554,23
1555,23
1556,23
1557,23
1558,23
1559,23
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,1
1570,1
1571,1
1572,1
1573,1
1574,2
1575,2
1576,2
1577,2
1578,2
1579,2
1580,3
1581,3
1582,3
1583,3
1584,3
1585,3
1586,3
1587,3
1588,3
1589,4
1590,4
1591,4
1592,4
1593,4
1594,4
1595,4
1596,4
1597,4
1598,4
1599,4
1600,4
1601,4
1602,5
1603,5
1604,5
1605,5
1606,5
1607,5
1608,5
1609,5
1610,6
1611,6
1612,6
1613,6
1614,6
1615,6
1616,6
1617,7
1618,7
1619,7
1620,7
1621,7
1622,7
1623,7
1624,7
1625,8
1626,8
1627,8
1628,8
1629,8
1630,8
1631,8
1632,8
1633,9
1634,9
1635,9
1636,9
1637,9
1638,9
1639,10
1640,10
1641,10
1642,10
1643,10
1644,10
1645,11
1646,11
1647,11
1648,11
1649,11
1650,11
1651,11
1652,11
1653,11
1654,12
1655,12
1656,12
1657,12
1658,12
1659,12
1660,12
1661,12
1662,12
1663,12
1664,12
1665,12
1666,12
1667,13
1668,13
1669,13
1670,13
1671,13
1672,13
1673,13
1674,13
1675,14
1676,14
1677,14
1678,14
1679,14
1680,14
1681,14
1682,15
1683,15
1684,15
1685,15
1686,15
1687,15
1688,15
1689,15
1690,16
1691,16
1692,16
1693,16
1694,16
1695,16
1696,16
1697,16
1698,17
1699,17
1700,17
1701,17
1702,17
1703,17
1704,18
1705,18
1706,18
1707,18
1708,18
1709,18
1710,19
1711,19
1712,19
1713,19
1714,19
1715,19
1716,19
1717,19
1718,19
1719,20
1720,20
1721,20
1722,20
1723,20
1724,20
1725,20
1726,20
1727,20
1728,20
1729,20
1730,20
1731,20
1732,21
1733,21
1734,21
1735,21
1736,21
1737,21
1738,21
1739,21
1740,22
1741,22
1742,22
1743,22
1744,22
1745,22
1746,22
1747,23
1748,23
1749,23
1750,23
1751,23
1752,23
1753,23
1754,23
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,2
1770,2
1771,2
1772,2
1773,2
1774,2
1775,3
1776,3
1777,3
1778,3
1779,3
1780,3
1781,3
1782,3
1783,3
1784,4
1785,4
1786,4
1787,4
1788,4
1789,4
1790,4
1791,4
1792,4
1793,4
1794,4
1795,4
1796,4
1797,5
1798,5
1799,5
1800,5
1801,5
1802,5
1803,5
1804,5
1805,6
1806,6
1807,6
1808,6
1809,6
1810,6
1811,6
1812,7
1813,7
1814,7
1815,7
1816,7
1817,7
1818,7
1819,7
1820,8
1821,8
1822,8
1823,8
1824,8
1825,8
1826,8
1827,8
1828,9
1829,9
1830,9
1831,9
1832,9
1833,9
1834,10
1835,10
1836,10
1837,10
1838,10
1839,10
1840,11
1841,11
1842,11
1843,11
1844,11
1845,11
1846,11
1847,11
1848,11
1849,12
1850,12
1851,12
1852,12
1853,12
1854,12
1855,12
1856,12
1857,12
1858,12
1859,12
1860,12
1861,12
1862,13
1863,13
1864,13
1865,13
1866,13
1867,13
1868,13
1869,13
1870,14
1871,14
1872,14
1873,14
1874,14
1875,14
1876,14
1877,15
1878,15
1879,15
1880,15
1881,15
1882,15
1883,15
1884,15
1885,16
1886,16
1887,16
1888,16
1889,16
1890,16
1891,16
1892,16
1893,17
1894,17
1895,17
1896,17
1897,17
1898,17
1899,18
1900,18
1901,18
1902,18
1903,18
1904,18
1905,19
1906,19
1907,19
1908,19
1909,19
1910,19
1911,19
1912,19
1913,19
1914,20
1915,20
1916,20
1917,20
1918,20
1919,20
1920,20
1921,20
1922,20
1923,20
1924,20
1925,20
1926,20
1927,21
1928,21
1929,21
1930,21
1931,21
1932,21
1933,21
1934,21
1935,22
1936,22
1937,22
1938,22
1939,22
1940,22
1941,22
1942,23
1943,23
1944,23
1945,23
1946,23
1947,23
1948,23
1949,23
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,2
1965,2
1966,2
1967,2
1968,2
1969,2
1970,3
1971,3
1972,3
1973,3
1974,3
1975,3
1976,3
1977,3
1978,3
1979,4
1980,4
1981,4
1982,4
1983,4
1984,4
1985,4
1986,4
1987,4
1988,4
1989,4
1990,4
1991,4
1992,5
1993,5
1994,5
1995,5
1996,5
1997,5
1998,5
1999,5
2000,6
2001,6
2002,6
2003,6
2004,6
2005,6
2006,6
2007,7
2008,7
2009,7
2010,7
2011,7
2012,7
2013,7
2014,7
2015,8
2016,8
2017,8
2018,8
2019,8
2020,8
2021,8
2022,8
2023,9
2024,9
2025,9
2026,9
2027,9
2028,9
2029,10
2030,10
2031,10
2032,10
2033,10
2034,10
2035,11
2036,11
2037,11
2038,11
2039,11
2040,11
2041,11
2042,11
2043,11
2044,12
2045,12
2046,12
2047,12
2048,12
2049,12
2050,12
2051,12
2052,12
2053,12
2054,12
2055,12
2056,12
2057,13
2058,13
2059,13
2060,13
2061,13
2062,13
2063,13
2064,13
2065,14
2066,14
2067,14
2068,14
2069,14
2070,14
2071,14
2072,15
2073,15
2074,15
2075,15
2076,15
2077,15
2078,15
2079,15
2080,16
2081,16
2082,16
2083,16
2084,16
2085,16
2086,16
2087,16
2088,17
2089,17
2090,17
2091,17
2092,17
2093,17
2094,18
2095,18
2096,18
2097,18
2098,18
2099,18
2100,19
2101,19
2102,19
2103,19
2104,19
2105,19
2106,19
2107,19
2108,19
2109,20
2110,20
2111,20
2112,20
2113,20
2114,20
2115,20
2116,20
2117,20
2118,20
2119,20
2120,20
2121,20
2122,21
2123,21
2124,21
2125,21
2126,21
2127,21
2128,21
2129,21
2130,22
2131,22
2132,22
2133,22
2134,22
2135,22
2136,22
2137,23
2138,23
2139,23
2140,23
2141,23
2142,23
2143,23
2144,23
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,2
2160,2
2161,2
2162,2
2163,2
2164,2
2165,3
2166,3
2167,3
2168,3
2169,3
2170,3
2171,3
2172,3
2173,3
2174,4
2175,4
2176,4
2177,4
2178,4
2179,4
2180,4
2181,4
2182,4
2183,4
2184,4
2185,4
2186,4
2187,5
2188,5
2189,5
2190,5
2191,5
2192,5
2193,5
2194,5
2195,6
2196,6
2197,6
2198,6
2199,6
2200,6
2201,6
2202,7
2203,7
2204,7
2205,7
2206,7
2207,7
2208,7
2209,7
2210,8
2211,8
2212,8
2213,8
2214,8
2215,8
2216,8
2217,8
2218,9
2219,9
2220,9
2221,9
2222,9
2223,9
2224,10
2225,10
2226,10
2227,10
2228,10
2229,10
2230,11
2231,11
2232,11
2233,11
2234,11
2235,11
2236,11
2237,11
2238,11
2239,12
2240,12
2241,12
2242,12
2243,12
2244,12
2245,12
2246,12
2247,12
2248,12
2249,12
2250,12
2251,12
2252,13
2253,13
2254,13
2255,13
2256,13
2257,13
2258,13
2259,13
2260,14
2261,14
2262,14
2263,14
2264,14
2265,14
2266,14
2267,15
2268,15
2269,15
2270,15
2271,15
2272,15
2273,15
2274,15
2275,16
2276,16
2277,16
2278,16
2279,16
2280,16
2281,16
2282,16
2283,17
2284,17
2285,17
2286,17
2287,17
2288,17
2289,18
2290,18
2291,18
2292,18
2293,18
2294,18
2295,19
2296,19
2297,19
2298,19
2299,19
2300,19
2301,19
2302,19
2303,19
2304,20
2305,20
2306,20
2307,20
2308,20
2309,20
2310,20
2311,20
2312,20
2313,20
2314,20
2315,20
2316,20
2317,21
2318,21
2319,21
2320,21
2321,21
2322,21
2323,21
2324,21
2325,22
2326,22
2327,22
2328,22
2329,22
2330,22
2331,22
2332,23
2333,23
2334,23
2335,23
2336,23
2337,23
2338,23
2339,23
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,2
2355,2
2356,2
2357,2
2358,2
2359,2
2360,3
2361,3
2362,3
2363,3
2364,3
2365,3
2366,3
2367,3
2368,3
2369,4
2370,4
2371,4
2372,4
2373,4
2374,4
2375,4
2376,4
2377,4
2378,4
2379,4
2380,4
2381,4
2382,5
2383,5
2384,5
2385,5
2386,5
2387,5
2388,5
2389,5
2390,6
2391,6
2392,6
2393,6
2394,6
2395,6
2396,6
2397,7
2398,7
2399,7
2400,7
2401,7
2402,7
2403,7
2404,7
2405,8
2406,8
2407,8
2408,8
2409,8
2410,8
2411,8
2412,8
2413,9
2414,9
2415,9
2416,9
2417,9
2418,9
2419,10
2420,10
2421,10
2422,10
2423,10
2424,10
2425,11
2426,11
2427,11
2428,11
2429,11
2430,11
2431,11
2432,11
2433,11
2434,12
2435,12
2436,12
2437,12
2438,12
2439,12
2440,12
2441,12
2442,12
2443,12
2444,12
2445,12
2446,12
2447,13
2448,13
2449,13
2450,13
2451,13
2452,13
2453,13
2454,13
2455,14
2456,14
2457,14
2458,14
2459,14
2460,14
2461,14
2462,15
2463,15
2464,15
2465,15
2466,15
2467,15
2468,15
2469,15
2470,16
2471,16
2472,16
2473,16
2474,16
2475,16
2476,16
2477,16
2478,17
2479,17
2480,17
2481,17
2482,17
2483,17
2484,18
2485,18
2486,18
2487,18
2488,18
2489,18
2490,19
2491,19
2492,19
2493,19
2494,19
2495,19
2496,19
2497,19
2498,19
2499,20
2500,20
2501,20
2502,20
2503,20
2504,20
2505,20
2506,20
2507,20
2508,20
2509,20
2510,20
2511,20
2512,21
2513,21
2514,21
2515,21
2516,21
2517,21
2518,21
2519,21
2520,22
2521,22
2522,22
2523,22
2524,22
2525,22
2526,22
2527,23
2528,23
2529,23
2530,23
2531,23
2532,23
2533,23
2534,23
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,2
2550,2
2551,2
2552,2
2553,2
2554,2
2555,3
2556,3
2557,3
2558,3
2559,3
2560,3
2561,3
2562,3
2563,3
2564,4
2565,4
2566,4
2567,4
2568,4
2569,4
2570,4
2571,4
2572,4
2573,4
2574,4
2575,4
2576,4
2577,5
2578,5
2579,5
2580,5
2581,5
2582,5
2583,5
2584,5
2585,6
2586,6
2587,6
2588,6
2589,6
2590,6
2591,6
2592,7
2593,7
2594,7
2595,7
2596,7
2597,7
2598,7
2599,7
2600,8
2601,8
2602,8
2603,8
2604,8
2605,8
2606,8
2607,8
2608,9
2609,9
2610,9
2611,9
2612,9
2613,9
2614,10
2615,10
2616,10
2617,10
2618,10
2619,10
2620,11
2621,11
2622,11
2623,11
2624,11
2625,11
2626,11
2627,11
2628,11
2629,12
2630,12
2631,12
2632,12
2633,12
2634,12
2635,12
2636,12
2637,12
2638,12
2639,12
2640,12
2641,12
2642,13
2643,13
2644,13
2645,13
2646,13
2647,13
2648,13
2649,13
2650,14
2651,14
2652,14
2653,14
2654,14
2655,14
2656,14
2657,15
2658,15
2659,15
2660,15
2661,15
2662,15
2663,15
2664,15
2665,16
2666,16
2667,16
2668,16
2669,16
2670,16
2671,16
2672,16
2673,17
2674,17
2675,17
2676,17
2677,17
2678,17
2679,18
2680,18
2681,18
2682,18
2683,18
2684,18
2685,19
2686,19
2687,19
2688,19
2689,19
2690,19
2691,19
2692,19
2693,19
2694,20
2695,20
2696,20
2697,20
2698,20
2699,20
2700,20
2701,20
2702,20
2703,20
2704,20
2705,20
2706,20
2707,21
2708,21
2709,21
2710,21
2711,21
2712,21
2713,21
2714,21
2715,22
2716,22
2717,22
2718,22
2719,22
2720,22
2721,22
2722,23
2723,23
2724,23
2725,23
2726,23
2727,23
2728,23
2729,23
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,2
2745,2
2746,2
2747,2
2748,2
2749,2
2750,3
2751,3
2752,3
2753,3
2754,3
2755,3
2756,3
2757,3
2758,3
2759,4
2760,4
2761,4
2762,4
2763,4
2764,4
2765,4
2766,4
2767,4
2768,4
2769,4
2770,4
2771,4
2772,5
2773,5
2774,5
2775,5
2776,5
2777,5
2778,5
2779,5
2780,6
2781,6
2782,6
2783,6
2784,6
2785,6
2786,6
2787,7
2788,7
2789,7
2790,7
2791,7
2792,7
2793,7
2794,7
2795,8
2796,8
2797,8
2798,8
2799,8
2800,8
2801,8
2802,8
2803,9
2804,9
2805,9
2806,9
2807,9
2808,9
2809,10
2810,10
2811,10
2812,10
2813,10
2814,10
2815,11
2816,11
2817,11
2818,11
2819,11
2820,11
2821,11
2822,11
2823,11
2824,12
2825,12
2826,12
2827,12
2828,12
2829,12
2830,12
2831,12
2832,12
2833,12
2834,12
2835,12
2836,12
2837,13
2838,13
2839,13
2840,13
2841,13
2842,13
2843,13
2844,13
2845,14
2846,14
2847,14
2848,14
2849,14
2850,14
2851,14
2852,15
2853,15
2854,15
2855,15
2856,15
2857,15
2858,15
2859,15
2860,16
2861,16
2862,16
2863,16
2864,16
2865,16
2866,16
2867,16
2868,17
2869,17
2870,17
2871,17
2872,17
2873,17
2874,18
2875,18
2876,18
2877,18
2878,18
2879,18
2880,19
2881,19
2882,19
2883,19
2884,19
2885,19
2886,19
2887,19
2888,19
2889,20
2890,20
2891,20
2892,20
2893,20
2894,20
2895,20
2896,20
2897,20
2898,20
2899,20
2900,20
2901,20
2902,21
2903,21
2904,21
2905,21
2906,21
2907,21
2908,21
2909,21
2910,22
2911,22
2912,22
2913,22
2914,22
2915,22
2916,22
2917,23
2918,23
2919,23
2920,23
2921,23
2922,23
2923,23
2924,23
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,2
2940,2
2941,2
2942,2
2943,2
2944,2
2945,3
2946,3
2947,3
2948,3
2949,3
2950,3
2951,3
2952,3
2953,3
2954,4
2955,4
2956,4
2957,4
2958,4
2959,4
2960,4
2961,4
2962,4
2963,4
2964,4
2965,4
2966,4
2967,5
2968,5
2969,5
2970,5
2971,5
2972,5
2973,5
2974,5
2975,6
2976,6
2977,6
2978,6
2979,6
2980,6
2981,6
2982,7
2983,7
2984,7
2985,7
2986,7
2987,7
2988,7
2989,7
2990,8
2991,8
2992,8
2993,8
2994,8
2995,8
2996,8
2997,8
